2456839.5	6878.137	0	0	0	1.04999626	7.53984819
2456870.5	4319.34073	-1929.90125	4979.93277	-4.32857744	3.60611687	5.12716058
2456901.5	1651.8344	-1396.14174	6510.04694	-2.8113674	6.74867283	2.16225714
2456931.5	-824.066669	-6814.40325	-362.494785	0.996855523	-0.521728852	7.53499659
2456962.5	-4335.92736	-4870.78895	-2213.58049	-0.779181199	-2.54119661	7.1237304
2456992.5	4401.10539	2275.95053	-4784.13188	-5.26605537	-1.08194926	-5.37013745
2457023.5	6489.26547	-1702.77754	1544.16845	1.91443337	0.610848218	-7.33683294
2457054.5	-847.704417	-492.245074	6804.39787	5.31998505	-5.43276092	0.263672046
2457082.5	-66.6008467	-3004.7352	6169.46817	2.25899223	-6.55713255	-3.16583233
2457113.5	2082.52654	6529.56857	-524.27352	-0.833114866	0.857038113	7.52600708
2457143.5	-4306.12383	-2983.18072	4461.62396	-3.20545075	-3.89849809	-5.69295301
2457174.5	6377.27738	666.189571	-2523.74377	2.61936556	1.40659894	6.99499992
2457204.5	1299.68412	480.929973	6722.01454	-6.91714528	2.99988754	1.12109586
