2456748.5	6878.137	0	0	0	1.04999626	7.53984819
2456778.5	4505.29362	-3402.16069	-3943.74582	4.1923899	-1.56280012	6.14347427
2456809.5	2851.1839	-6166.53538	-1029.30503	1.43384525	-0.567920089	7.46288262
2456839.5	-1005.46693	-597.205348	-6772.86532	-0.610478575	-7.54623146	0.759074554
2456870.5	-66.1881151	1441.39724	-6725.71884	-4.74413813	-5.81704798	-1.20891497
2456901.5	4401.10539	2275.95053	-4784.13188	-5.26605537	-1.08194926	-5.37013745
2456931.5	-447.538011	-875.119725	6799.55207	7.43764801	-1.59755858	0.291957701
2456962.5	-4969.91222	4624.84149	1135.9414	0.1874654	-1.62801666	7.4302362
2456992.5	1862.56091	-6444.80779	-1512.36304	0.57803176	1.8786447	-7.35794122
2457023.5	-235.021232	2195.72976	6499.79919	-2.55956031	-6.82743519	2.21628099
2457054.5	2542.22861	950.366531	-6318.55254	5.2025111	4.78685844	2.81174147
2457082.5	-690.314375	-1081.78239	-6762.90367	7.44316722	1.19745345	-0.960359042
2457113.5	1299.68412	480.929973	6722.01454	-6.91714528	2.99988754	1.12109586
