2456931.5	6878.137	0	0	0	1.04999626	7.53984819
2456962.5	4319.34073	-1929.90125	4979.93277	-4.32857744	3.60611687	5.12716058
2456992.5	2851.1839	-6166.53538	-1029.30503	1.43384525	-0.567920089	7.46288262
2457023.5	-824.066669	-6814.40325	-362.494785	0.996855523	-0.521728852	7.53499659
2457054.5	-4335.92736	-4870.78895	-2213.58049	-0.779181199	-2.54119661	7.1237304
2457082.5	-2411.76484	-1881.64224	6141.59302	6.57225554	2.13252314	3.22324876
2457113.5	-6700.36494	1131.12722	1009.38126	0.921851862	-1.23374215	7.46637384
2457143.5	4628.82816	-3501.27336	-3684.61727	-2.46097011	3.42216458	-6.34263223
2457174.5	-66.6008467	-3004.7352	6169.46817	2.25899223	-6.55713255	-3.16583233
2457204.5	1185.77876	720.270286	-6745.92837	1.92396761	7.26143236	1.12202097
2457235.5	-4306.12383	-2983.18072	4461.62396	-3.20545075	-3.89849809	-5.69295301
2457266.5	6377.27738	666.189571	-2523.74377	2.61936556	1.40659894	6.99499992
2457296.5	1299.68412	480.929973	6722.01454	-6.91714528	2.99988754	1.12109586
